scenario,accuracy,precision_macro,recall_macro,f1_macro,f1_class_0,f1_class_1,auc_roc,brier,ece
baseline,0.8533653846153847,0.853958324339793,0.8196008403361343,0.8282324217227155,0.8925238020569545,0.7639410413884765,0.9270588235294118,0.12303839480069856,0.13153447965339113
fine_tuned_target,0.9009615384615384,0.9115665776209673,0.8644117647058824,0.8801597952592246,0.9298497509213931,0.8304698395970561,0.9820168067226891,0.05856180368708761,0.08243496404969707
