scenario,accuracy,precision_macro,recall_macro,f1_macro,f1_class_0,f1_class_1,auc_roc,brier,ece
baseline,0.8326923076923076,0.8359366835678236,0.7903846153846155,0.8004080464016672,0.8787458377783299,0.7220702550250047,0.8928254437869823,0.14467598093699013,0.14417398365047307
fine_tuned_target,0.8660256410256413,0.8699279577383028,0.8245192307692306,0.8400912677580873,0.9043256697571348,0.7758568657590397,0.934319526627219,0.10343546962669321,0.11902677711959071
