scenario,accuracy,precision_macro,recall_macro,f1_macro,f1_class_0,f1_class_1,auc_roc,brier,ece
baseline,0.8576923076923076,0.8598890778480028,0.8158653846153847,0.8304726640429573,0.8981078394875563,0.7628374885983582,0.9173816568047337,0.11393852795837864,0.11014050721393849
fine_tuned_target,0.8615384615384617,0.8640385691894312,0.8192307692307692,0.8349976208923092,0.9010789044987157,0.7689163372859025,0.9370562130177514,0.10191177650524072,0.12189546394735
