epoch,loss,prog_auc,prog_loss,proteinuria_auc,proteinuria_loss,val_loss,val_prog_auc,val_prog_loss,val_proteinuria_auc,val_proteinuria_loss
0,0.49342668056488037,0.914771556854248,0.3474356234073639,0.8211096525192261,0.4905826449394226,0.3262290954589844,0.9522569179534912,0.18327100574970245,0.9417862892150879,0.405132532119751
1,0.4834848940372467,0.918853223323822,0.34322860836982727,0.8345025777816772,0.4681486487388611,0.3240378201007843,0.9522569179534912,0.182081937789917,0.9441786408424377,0.40024226903915405
2,0.4268314838409424,0.9433430433273315,0.28308942914009094,0.8137754797935486,0.4756487011909485,0.32258743047714233,0.9513888359069824,0.1817190796136856,0.9441786408424377,0.3951965272426605
3,0.3932126760482788,0.9549077749252319,0.25308263301849365,0.8251488208770752,0.46573591232299805,0.321882426738739,0.9583333134651184,0.18219713866710663,0.9441786408424377,0.3903493881225586
4,0.4312748610973358,0.9288629293441772,0.2961336374282837,0.8333333134651184,0.45339593291282654,0.32193702459335327,0.9574652910232544,0.18320158123970032,0.9425837993621826,0.3864913582801819
5,0.4067974388599396,0.9442176818847656,0.2704426348209381,0.8391793966293335,0.4423598647117615,0.3222964107990265,0.9574652910232544,0.18450497090816498,0.9433811902999878,0.3827832043170929
6,0.44780731201171875,0.9285714626312256,0.3044106066226959,0.8086735010147095,0.46788424253463745,0.3230889141559601,0.9574652910232544,0.18615372478961945,0.944178581237793,0.37966516613960266
7,0.41301482915878296,0.944800853729248,0.27060726284980774,0.817176878452301,0.46323108673095703,0.3239477574825287,0.9574652910232544,0.1876654326915741,0.9457734823226929,0.37734341621398926
8,0.43057870864868164,0.9305150508880615,0.29445594549179077,0.8755314350128174,0.4126104414463043,0.32455751299858093,0.9565972089767456,0.18874558806419373,0.9457735419273376,0.37573784589767456
9,0.3948543667793274,0.9502429962158203,0.2575136423110962,0.8515093326568604,0.4307537078857422,0.3249097466468811,0.9565972685813904,0.18950825929641724,0.9457734823226929,0.37425926327705383
10,0.4292365312576294,0.9368318915367126,0.2998766005039215,0.8456632494926453,0.43646159768104553,0.32480335235595703,0.9565972089767456,0.18969500064849854,0.9473684430122375,0.37310492992401123
11,0.41007429361343384,0.947716236114502,0.2694227695465088,0.8420493602752686,0.43494337797164917,0.32466185092926025,0.9557291269302368,0.18978118896484375,0.9473683834075928,0.3722677528858185
12,0.42146196961402893,0.933430552482605,0.29112154245376587,0.8636266589164734,0.41558918356895447,0.3244073688983917,0.9609375,0.18974748253822327,0.9481658935546875,0.3716410994529724
13,0.4071141183376312,0.9400389194488525,0.2717042863368988,0.8358843326568604,0.42830151319503784,0.3244521915912628,0.9600694179534912,0.19003063440322876,0.9473684430122375,0.3709649443626404
14,0.41143977642059326,0.9379009008407593,0.2831367254257202,0.852147102355957,0.4182051122188568,0.3242015540599823,0.9565972089767456,0.18989348411560059,0.9473684430122375,0.37069010734558105
15,0.4108906090259552,0.9311953783035278,0.2860245704650879,0.8837159872055054,0.38709941506385803,0.32402947545051575,0.9557291269302368,0.18991467356681824,0.9481658339500427,0.37032264471054077
16,0.41493329405784607,0.9445092678070068,0.28270384669303894,0.808779776096344,0.45380884408950806,0.3232118785381317,0.9565972089767456,0.18913191556930542,0.9489632844924927,0.3705734610557556
17,0.4034797251224518,0.9436346292495728,0.2755276560783386,0.8456632494926453,0.41738319396972656,0.3224591612815857,0.9557291269302368,0.18848378956317902,0.9489634037017822,0.3705998957157135
18,0.3938577473163605,0.944412112236023,0.25816765427589417,0.8478953838348389,0.414985328912735,0.3220579922199249,0.9565972089767456,0.1883023977279663,0.9481658339500427,0.3703329563140869
19,0.4232611358165741,0.9364431500434875,0.28880423307418823,0.8436437249183655,0.42312899231910706,0.3214913010597229,0.9557291865348816,0.18781140446662903,0.9481658339500427,0.3704526126384735
20,0.4197898507118225,0.9264334440231323,0.2941809594631195,0.8683035969734192,0.41076335310935974,0.32135283946990967,0.9557291865348816,0.18778395652770996,0.9481658935546875,0.37023457884788513
21,0.3546128571033478,0.9695821404457092,0.21633252501487732,0.8266369104385376,0.4443471431732178,0.32108670473098755,0.9548611044883728,0.18761450052261353,0.9481658935546875,0.3700721263885498
22,0.40450629591941833,0.9404276013374329,0.26408272981643677,0.8376913070678711,0.4312782883644104,0.3208613395690918,0.9548611044883728,0.1875269114971161,0.9489633440971375,0.3697851300239563
23,0.4449307322502136,0.9270164966583252,0.3101648688316345,0.8540603518486023,0.42202645540237427,0.3207658529281616,0.9557291269302368,0.1875426322221756,0.9489633440971375,0.36966651678085327
24,0.4076818823814392,0.9416910409927368,0.26827290654182434,0.8183460831642151,0.4435201585292816,0.32120659947395325,0.9548611044883728,0.18815788626670837,0.9481658935546875,0.369418740272522
25,0.40748682618141174,0.9439261555671692,0.26403680443763733,0.8155824542045593,0.44850611686706543,0.3212364614009857,0.9539930820465088,0.1882345825433731,0.9473684430122375,0.36955252289772034
26,0.4131661653518677,0.9321671724319458,0.28220245242118835,0.8586309552192688,0.4093467593193054,0.3210126757621765,0.954861044883728,0.18798178434371948,0.9473683834075928,0.3698837459087372
27,0.4453032314777374,0.9209912419319153,0.30179083347320557,0.8147321343421936,0.4424874186515808,0.3211722671985626,0.9557291269302368,0.18823876976966858,0.9473683834075928,0.3697656989097595
