epoch,loss,prog_auc,prog_loss,proteinuria_auc,proteinuria_loss,val_loss,val_prog_auc,val_prog_loss,val_proteinuria_auc,val_proteinuria_loss
0,0.8737071752548218,0.5587949752807617,0.6785836219787598,0.4418579936027527,0.709600567817688,0.8783632516860962,0.2256944477558136,0.6832243204116821,0.24082934856414795,0.7127623558044434
1,0.8810549378395081,0.4910593032836914,0.6898760199546814,0.5259353518486023,0.6954923868179321,0.8748928904533386,0.2664930522441864,0.6804728507995605,0.2719298303127289,0.7102969884872437
2,0.8741644620895386,0.4886297285556793,0.6821467280387878,0.5193451642990112,0.6953592300415039,0.871368408203125,0.2899305820465088,0.6776253581047058,0.26953747868537903,0.7080718278884888
3,0.8668561577796936,0.5562682151794434,0.6727945804595947,0.4828869104385376,0.7012602686882019,0.8680245280265808,0.3567708432674408,0.674943208694458,0.2950558364391327,0.7057278156280518
4,0.8703879714012146,0.5043731927871704,0.67729651927948,0.44589710235595703,0.7000836133956909,0.8648779392242432,0.3463541865348816,0.6724449396133423,0.33891549706459045,0.7035032510757446
5,0.8640612363815308,0.4378036856651306,0.6744123697280884,0.5360331535339355,0.6790812015533447,0.8618003129959106,0.4123263955116272,0.6699515581130981,0.3229665160179138,0.7015807628631592
6,0.8653193116188049,0.504567563533783,0.674674391746521,0.4279336929321289,0.6933965086936951,0.8587064146995544,0.409722238779068,0.6674308776855469,0.35087719559669495,0.6997566223144531
7,0.8570629954338074,0.5628765821456909,0.6685706377029419,0.5024447441101074,0.6876041293144226,0.8555613160133362,0.4383680522441864,0.664894163608551,0.3620414733886719,0.6977653503417969
8,0.8534227013587952,0.5116618275642395,0.6640245318412781,0.5139243602752686,0.679781436920166,0.8524954915046692,0.4609375,0.6623895168304443,0.35566186904907227,0.6958231925964355
9,0.8557405471801758,0.4745383858680725,0.6641432046890259,0.4128401279449463,0.6918262243270874,0.8495750427246094,0.5008680820465088,0.6600005626678467,0.39074963331222534,0.6940685510635376
10,0.8447472453117371,0.5813411474227905,0.6568719744682312,0.5227465629577637,0.67948317527771,0.8465821146965027,0.5095486044883728,0.6575415730476379,0.37240830063819885,0.6923435926437378
11,0.8527364134788513,0.47356659173965454,0.6654648184776306,0.53125,0.6680824160575867,0.8436753749847412,0.5173611640930176,0.6551388502120972,0.4130781292915344,0.6907117366790771
12,0.8410404920578003,0.5589892864227295,0.6527799367904663,0.44164538383483887,0.6779038310050964,0.8407776951789856,0.5772569179534912,0.6527314782142639,0.4035087823867798,0.6891402006149292
13,0.8321564793586731,0.5657920241355896,0.6477019190788269,0.5767431855201721,0.6576746702194214,0.8378633260726929,0.59375,0.6503356695175171,0.4218500852584839,0.6873643398284912
14,0.8338292837142944,0.5598639249801636,0.6490006446838379,0.5633503198623657,0.661587119102478,0.8349685072898865,0.6076388955116272,0.6479321718215942,0.4298245906829834,0.685738205909729
